,playlist_name,track_name,track_artists,popularity,track_number,duration_ms
1129,For the Love of Rock,The Only Exception,['Paramore'],70,6,267653
1130,For the Love of Rock,Waitin' On The Day,['John Mayer'],57,3,273066
1131,For the Love of Rock,Everlong,['Foo Fighters'],77,11,250546
1132,The Dells: Career Defining Playlist,"Oh, What A Night",['The Dells'],45,1,247266
1133,The Dells: Career Defining Playlist,Always Together - Single Version,['The Dells'],20,2,185800
1134,The Dells: Career Defining Playlist,Stay In My Corner,['The Dells'],44,2,373560
1135,The Dells: Career Defining Playlist,There Is,['The Dells'],24,1,215306
1136,The Dells: Career Defining Playlist,Wear It On Our Face,['The Dells'],25,3,205640
1137,The Dells: Career Defining Playlist,I Can Sing A Rainbow / Love Is Blue - Single Version,['The Dells'],22,11,206533
1138,The Dells: Career Defining Playlist,"Oh, What a Day",['The Dells'],0,6,169773
1139,The Dells: Career Defining Playlist,Open Up My Heart,['The Dells'],6,7,393866
1140,The Dells: Career Defining Playlist,The Love We Had (Stays On My Mind),['The Dells'],29,3,290480
1141,The Dells: Career Defining Playlist,It's All Up To You,['The Dells'],20,5,242880
1142,The Dells: Career Defining Playlist,Give Your Baby A Standing Ovation,['The Dells'],31,11,274373
1143,The Dells: Career Defining Playlist,I Touched A Dream,['The Dells'],34,2,319560
1144,The Dells: Career Defining Playlist,A Heart Is A House For Love,['The Dells'],40,1,370493
1145,Vibrant Cities,Cleveland Rocks - 2009 Remaster,['Ian Hunter'],35,3,228720
1146,Vibrant Cities,In the City - 2013 Remaster,['Eagles'],56,3,224549
1147,Vibrant Cities,Living For The City,['Stevie Wonder'],55,18,219306
1148,Vibrant Cities,Feeling Good,['Nina Simone'],73,7,174000
1149,Vibrant Cities,Ohio,['The Black Keys'],29,1,268537
1150,Vibrant Cities,My Town (Remastered),['Michael Stanley Band'],27,5,236400
1151,Vibrant Cities,For the Love of Money,"[""The O'Jays""]",53,5,439866
1152,Vibrant Cities,Don't Get Me Wrong - 2007 Remaster,['Pretenders'],64,6,227626
1153,Vibrant Cities,Just What I Needed,['The Cars'],71,3,225626
1154,Vibrant Cities,Play That Funky Music,['Wild Cherry'],69,1,300000
1155,Vibrant Cities,Signs,['Five Man Electrical Band'],51,1,241693
1156,Vibrant Cities,Bootzilla,['Bootsy Collins'],40,6,339373
1157,Vibrant Cities,Cleveland Is the City (feat. Avant),"['Bone Thugs-N-Harmony', 'Avant']",27,14,300693
1158,Vibrant Cities,Born to Run,['Bruce Springsteen'],74,5,269920
1159,To The Moon & Back,"Rocket Man (I Think It's Going To Be A Long, Long Time)",['Elton John'],81,5,281613
1160,To The Moon & Back,Space Oddity - 2015 Remaster,['David Bowie'],73,1,318813
1161,To The Moon & Back,Space Truckin',['Deep Purple'],46,7,274440
1162,To The Moon & Back,Space Cowboy,['Steve Miller Band'],45,8,206306
1163,To The Moon & Back,Man On The Moon,['R.E.M.'],68,10,314173
1164,To The Moon & Back,Supersonic Rocket Ship,['The Kinks'],57,8,210066
1165,To The Moon & Back,Walking On The Moon - Remastered 2003,['The Police'],0,6,300826
1166,To The Moon & Back,2000 Light Years From Home - Remastered 2017 / Stereo,['The Rolling Stones'],44,9,284893
1167,To The Moon & Back,Across The Universe - Remastered 2009,['The Beatles'],66,3,228133
1168,To The Moon & Back,Space Junk,['DEVO'],32,4,134533
1169,To The Moon & Back,Intergalactic - Remastered,['Beastie Boys'],69,7,231493
1170,To The Moon & Back,Eclipse,['Pink Floyd'],62,10,130428
1171,To The Moon & Back,Saturn,['Stevie Wonder'],7,8,293773
1172,To The Moon & Back,Mr. Spaceman,['The Byrds'],45,3,129506
1173,To The Moon & Back,Venus And Mars/Rockshow - Single Edit,['Wings'],20,12,224733
1174,To The Moon & Back,Shining Star,"['Earth, Wind & Fire']",62,1,170160
1175,The Scenic Route,Route 66,['The Rolling Stones'],44,1,140400
1176,The Scenic Route,The Loco-Motion - Remastered 2002,['Grand Funk Railroad'],48,3,165800
1177,The Scenic Route,Drive,['The Cars'],69,4,234493
1178,The Scenic Route,Drive My Car - Remastered 2009,['The Beatles'],64,1,148893
1179,The Scenic Route,Peaceful Easy Feeling - 2013 Remaster,['Eagles'],67,9,257962
1180,The Scenic Route,Summertime,"['Big Brother & The Holding Company', 'Janis Joplin']",59,3,238400
1181,The Scenic Route,Pink Cadillac - Single B-Side - 1984,['Bruce Springsteen'],53,12,213066
1182,The Scenic Route,I Can See For Miles,['The Who'],54,7,248618
1183,The Scenic Route,Here Comes the Sun - Remastered,['Nina Simone'],60,1,214093
1184,The Scenic Route,Blue Sky,['The Allman Brothers Band'],64,8,311703
1185,The Scenic Route,Running on Empty,['Jackson Browne'],3,1,298093
1186,The Scenic Route,Bicycle Race,['Queen'],47,4,182000
1187,The Scenic Route,Back in the U.S.A. - 1999 Remaster,['Linda Ronstadt'],28,1,213106
1188,The Scenic Route,Backstreets,['Bruce Springsteen'],54,4,390146
1189,The Scenic Route,(Sittin' On) the Dock of the Bay,['Otis Redding'],74,1,163755
1190,The Scenic Route,Turn! Turn! Turn! (To Everything There Is a Season),['The Byrds'],68,1,229360
1191,Are We There Yet?,ABC,['The Jackson 5'],65,3,177733
1192,Are We There Yet?,"Sugar, Sugar",['The Archies'],67,2,167186
1193,Are We There Yet?,Green Tambourine,['The Lemon Pipers'],44,1,147000
1194,Are We There Yet?,Chewy Chewy,['Ohio Express'],25,6,158866
1195,Are We There Yet?,"1,2,3 Red Light",['1910 Fruitgum Company'],31,1,127120
1196,Are We There Yet?,The Rain The Park And Other Things,['The Cowsills'],51,1,184240
1197,Are We There Yet?,Yellow Submarine,['The Beatles'],60,1,159160
1198,Are We There Yet?,Charlie Brown,['The Coasters'],51,3,141666
1199,Are We There Yet?,Jam Up And Jelly Tight,['Tommy Roe'],18,14,142733
1200,Are We There Yet?,Should I Stay or Should I Go - Remastered,['The Clash'],78,3,188986
1201,Are We There Yet?,On a Carousel,['The Hollies'],36,19,194533
1202,Are We There Yet?,Ooby Dooby,['Roy Orbison'],49,11,130500
1203,Are We There Yet?,Spiderman,['Ramones'],33,81,116880
1204,Are We There Yet?,Friday I'm in Love,['The Cure'],67,7,214400
1205,Are We There Yet?,Shake It Up,['The Cars'],49,2,215440
1206,Are We There Yet?,Twist And Shout,['The Isley Brothers'],58,1,155400
1207,Are We There Yet?,Hound Dog,['Big Mama Thornton'],20,5,181000
1208,Are We There Yet?,"Shake, Rattle And Roll - Single Version",['Bill Haley & His Comets'],35,3,150000
1209,Are We There Yet?,Crocodile Rock,['Elton John'],0,3,234413
1210,Are We There Yet?,We Got The Beat - Single Mix,"[""The Go-Go's""]",47,15,151866
1211,Are We There Yet?,Wipeout,['The Ventures'],45,4,233466
1212,Are We There Yet?,It's Tricky,['Run–D.M.C.'],2,2,183626
1213,Are We There Yet?,School Day (Ring Ring Goes The Bell),['Chuck Berry'],0,1,160693
1214,Lovers' Lane,He Can't Love You (Remastered),['Michael Stanley Band'],37,4,214613
1215,Lovers' Lane,I'll Stand by You,"['Pretenders', 'Bob Clearmountain']",70,7,240760
1216,Lovers' Lane,Love Train,"[""The O'Jays""]",69,10,178400
1217,Lovers' Lane,Drive - 2017 Remaster,['The Cars'],68,4,234332
1218,Lovers' Lane,That's The Way Love Goes,['Janet Jackson'],65,2,265106
1219,Lovers' Lane,Sweet Caroline,['Neil Diamond'],78,13,203573
1220,Lovers' Lane,Leather and Lace - 2016 Remaster,"['Stevie Nicks', 'Don Henley']",36,8,225573
1221,Lovers' Lane,Girls In Their Summer Clothes,['Bruce Springsteen'],47,6,259173
1222,Lovers' Lane,Can't Help Falling in Love,['Elvis Presley'],78,5,182360
1223,Lovers' Lane,Sweet Nothin's,['Brenda Lee'],48,7,144600
1224,Lovers' Lane,Ain't Even Done With The Night,['John Mellencamp'],60,2,279066
1225,Lovers' Lane,When Will I Be Loved,['Linda Ronstadt'],57,6,124866
1226,Lovers' Lane,Let's Stay Together - 2015 Remaster,['Tina Turner'],61,6,316746
1227,Lovers' Lane,The ABC's of Love,['Frankie Lymon & The Teenagers'],27,6,115800
1228,Lovers' Lane,Something About You,['Four Tops'],32,4,160960
1229,Lovers' Lane,Wonderful Tonight,['Eric Clapton'],75,2,225026
1230,Lovers' Lane,I Second That Emotion,['Smokey Robinson & The Miracles'],62,10,161226
1231,Foodie Fill-Up,Eat To The Beat,['Blondie'],19,5,160509
1232,Foodie Fill-Up,Mashed Potato Time,['Dee Dee Sharp'],46,7,150866
1233,Foodie Fill-Up,I Want Candy,['The Strangeloves'],43,4,177506
1234,Foodie Fill-Up,Tootsie Roll,['Old School Players'],0,3,259426
1235,Foodie Fill-Up,"One Bourbon, One Scotch, One Beer",['John Lee Hooker'],54,8,184960
1236,Foodie Fill-Up,Go For Soda,['Kim Mitchell'],51,1,205600
1237,Foodie Fill-Up,Stoned Soul Picnic,['Laura Nyro'],42,9,227000
1238,Foodie Fill-Up,"Yummy, Yummy, Yummy",['Ohio Express'],40,1,140426
1239,Foodie Fill-Up,"Apples, Peaches, Pumpkin Pie",['Jay & The Techniques'],32,1,147533
1240,Foodie Fill-Up,Custard Pie - 1990 Remaster,['Led Zeppelin'],54,1,253866
1241,Foodie Fill-Up,Tea For Two,"['Ella Fitzgerald', 'Count Basie']",30,6,195960
1242,Foodie Fill-Up,Candy Man,['Roy Orbison'],38,11,165640
1243,Foodie Fill-Up,Hungry Heart,['Bruce Springsteen'],69,6,199453
1244,Foodie Fill-Up,Them Belly Full (But We Hungry),['Bob Marley & The Wailers'],54,3,193226
1245,Foodie Fill-Up,Green Onions,"[""Booker T. & the M.G.'s""]",67,1,176333
1246,Foodie Fill-Up,Lollipop,['The Chordettes'],53,1,130533
1247,Foodie Fill-Up,Lola - Coca Cola Version,['The Kinks'],70,5,241040
1248,Foodie Fill-Up,Cherry Pie,['Warrant'],66,1,201026
1249,Foodie Fill-Up,Whipped Cream,['Herb Alpert & The Tijuana Brass'],44,6,154440
1250,Highway To History,Rave On,['Buddy Holly'],57,11,109960
1251,Highway To History,Summertime Blues,['Eddie Cochran'],63,7,119360
1252,Highway To History,(We're Gonna) Rock Around The Clock,['Bill Haley & His Comets'],61,1,129893
1253,Highway To History,I'll Take You There,['The Staple Singers'],66,11,196826
1254,Highway To History,This Train,['Sister Rosetta Tharpe'],29,1,282813
1255,Highway To History,Johnny B. Goode,['Chuck Berry'],74,6,161560
1256,Highway To History,Ain't That A Shame,['Fats Domino'],57,10,152200
1257,Highway To History,Wake up Little Susie,['The Everly Brothers'],62,3,123520
1258,Highway To History,Great Balls Of Fire,['Jerry Lee Lewis'],66,3,109706
1259,Highway To History,Blue Suede Shoes,['Carl Perkins'],5,1,134445
1260,Highway To History,Rumble,['Link Wray'],0,1,187871
1261,Highway To History,La Bamba - Single Version,['Ritchie Valens'],65,7,126960
1262,Highway To History,Searchin',['The Coasters'],41,1,159493
1263,Highway To History,My Guy,['Mary Wells'],66,3,174440
1264,Highway To History,This Land is Your Land,['Woody Guthrie'],47,1,139693
1265,Highway To History,Smokestack Lightnin',"[""Howlin' Wolf""]",60,3,188400
1266,Highway To History,(Your Love Keeps Lifting Me) Higher & Higher,['Jackie Wilson'],67,1,179120
1267,Highway To History,Don't Be Cruel,['Elvis Presley'],61,8,122893
1268,Highway To History,As Long as I'm Moving,['Ruth Brown'],31,2,165413
1269,Highway To History,Standing At The Crossroads,['Elmore James'],33,14,178906
1270,Highway To History,Foggy Mountain Breakdown,['Bill Monroe'],0,2,167000
1271,Highway To History,Sherry,['Frankie Valli & The Four Seasons'],63,12,152160
1272,Highway To History,Why Do Fools Fall In Love,['Frankie Lymon & The Teenagers'],0,2,140747
1273,"Rock, Ride and Explore",Love Rollercoaster,['Ohio Players'],60,6,290160
1274,"Rock, Ride and Explore",Ready to Go,['Republica'],47,1,301066
1275,"Rock, Ride and Explore",Doo Wa Ditty (Blow That Thing),['Zapp'],5,29,297360
1276,"Rock, Ride and Explore","Fun, Fun, Fun (Mono)",['The Beach Boys'],56,1,138906
1277,"Rock, Ride and Explore",Back In Black,['AC/DC'],83,6,255493
1278,"Rock, Ride and Explore",School's Out,['Alice Cooper'],67,1,210106
1279,"Rock, Ride and Explore",Rock And Roll All Nite,['KISS'],75,10,168840
1280,"Rock, Ride and Explore",I've Been Everywhere,['Johnny Cash'],58,14,196733
1281,"Rock, Ride and Explore",Somethin' Else,['Eddie Cochran'],44,9,130066
1282,"Rock, Ride and Explore",Express Yourself,['N.W.A.'],60,8,265101
1283,"Rock, Ride and Explore",Holiday,['Madonna'],62,5,368280
1284,"Rock, Ride and Explore",La Grange - 2005 Remaster,['ZZ Top'],75,8,230480
1285,"Rock, Ride and Explore",I Got You (I Feel Good),['James Brown & The Famous Flames'],38,1,166533
1286,"Rock, Ride and Explore",Barracuda,['Heart'],74,1,261933
1287,"Rock, Ride and Explore",One Way Or Another,['Blondie'],56,2,217364
1288,"Rock, Ride and Explore",Pump It Up,['Elvis Costello & The Attractions'],61,4,196680
1289,Culture Cruise,Every Picture Tells A Story,['Rod Stewart'],49,1,359733
1290,Culture Cruise,"Paint It, Black",['The Rolling Stones'],78,1,202266
1291,Culture Cruise,King of Rock,['Run–D.M.C.'],47,2,314146
1292,Culture Cruise,Museum,['Donovan'],18,8,174106
1293,Culture Cruise,My Generation - Stereo Version,['The Who'],69,6,198706
1294,Culture Cruise,Think,['Aretha Franklin'],67,1,139733
1295,Culture Cruise,The Message,['Grandmaster Flash'],46,2,429293
1296,Culture Cruise,Up Above My Head I Hear Music In The Air,"['Sister Rosetta Tharpe', 'Marie Knight', 'Sam Price Trio']",19,6,149804
1297,Culture Cruise,Thank You For The Music,['ABBA'],49,7,231893
1298,Culture Cruise,Sharp Dressed Man - 2008 Remaster,['ZZ Top'],74,3,258026
1299,Culture Cruise,Riding with the King,"['Eric Clapton', 'B.B. King']",59,1,264240
1300,Culture Cruise,Fight The Power,['Public Enemy'],60,20,282640
1301,Culture Cruise,I've Got to Use My Imagination,['Gladys Knight & The Pips'],38,2,210480
1302,Culture Cruise,Thunder Road,['Bruce Springsteen'],67,1,288720
1303,Culture Cruise,Subterranean Homesick Blues,['Bob Dylan'],58,1,141293
1304,Culture Cruise,Not Fade Away - Alternate Overdub,['Buddy Holly'],36,34,141573
1305,Winning Drive,Hang On Sloopy,['The McCoys'],58,2,231800
1306,Winning Drive,Welcome To The Jungle,"[""Guns N' Roses""]",72,1,273480
1307,Winning Drive,The Boys of Fall,['Kenny Chesney'],56,1,391853
1308,Winning Drive,Centerfield,['John Fogerty'],62,7,231346
1309,Winning Drive,Love Of The Game,['Welshly Arms'],36,12,210093
1310,Winning Drive,Thunderstruck,['AC/DC'],82,1,292880
1311,Winning Drive,We Will Rock You,['Queen'],55,1,122106
1312,Winning Drive,We Are The Champions,['Queen'],41,2,180626
1313,Winning Drive,Gold on the Ceiling,['The Black Keys'],69,3,224333
1314,Winning Drive,Till I Die,['Machine Gun Kelly'],66,3,212213
1315,Winning Drive,Don't Stop Believin',['Journey'],58,2,249093
1316,Winning Drive,Livin' On A Prayer,['Bon Jovi'],83,3,249293
1317,Winning Drive,"All I Do Is Win - Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross",['DJ Khaled'],25,1,230281
1318,Winning Drive,The Whip,['Locksley'],34,1,186186
1319,Winning Drive,Wild Thing,['The Troggs'],26,1,156893
1320,Winning Drive,I Can't Drive 55,['Sammy Hagar'],60,1,254466
1321,The Rock Hall Celebrates Earth Day,Shining Star,"['Earth, Wind & Fire']",62,1,170160
1322,The Rock Hall Celebrates Earth Day,[Nothing But] Flowers,['Talking Heads'],19,14,332066
1323,The Rock Hall Celebrates Earth Day,Sun Is Shining,['Bob Marley & The Wailers'],59,4,298506
1324,The Rock Hall Celebrates Earth Day,Mercy Mercy Me (The Ecology),['Marvin Gaye'],61,6,196466
1325,The Rock Hall Celebrates Earth Day,O.I.L. (Can't Get Enough of That Sticky),['Jeff Beck'],26,10,280640
1326,The Rock Hall Celebrates Earth Day,After the Gold Rush - 2009 Remaster,['Neil Young'],55,2,225973
1327,The Rock Hall Celebrates Earth Day,Where Do The Children Play?,['Yusuf / Cat Stevens'],58,1,232133
1328,The Rock Hall Celebrates Earth Day,The Trees,['Rush'],49,3,282506
1329,The Rock Hall Celebrates Earth Day,Don't Let the Green Grass Fool You,['Wilson Pickett'],51,5,169706
1330,The Rock Hall Celebrates Earth Day,A Hard Rain's A-Gonna Fall,['Bob Dylan'],58,6,412200
1331,The Rock Hall Celebrates Earth Day,Take Me to the River,['Al Green'],64,2,225373
1332,The Rock Hall Celebrates Earth Day,Wildflowers,['Tom Petty'],70,1,190320
1333,The Rock Hall Celebrates Earth Day,Purple Rain,['Prince'],75,9,520786
1334,The Rock Hall Celebrates Earth Day,Mother Nature's Son - Remastered 2009,['The Beatles'],53,3,168026
1335,The Rock Hall Celebrates Earth Day,Here Comes The Sun,['Richie Havens'],57,8,254000
1336,The Rock Hall Celebrates Earth Day,Don't Go Near The Water - Remastered 2009,['The Beach Boys'],33,1,161813
1337,The Rock Hall Celebrates Earth Day,Apeman - 2014 Remastered Version,['The Kinks'],43,11,233400
1338,The Rock Hall Celebrates Earth Day,The Tide Is High - Edit,['Blondie'],57,1,233893
1339,The Rock Hall Celebrates Earth Day,The River of Dreams,['Billy Joel'],62,8,247626
1340,The Rock Hall Celebrates Earth Day,Weather Report Suite: Prelude / Pt. I / Pt. II (Let It Grow) - 2013 Remaster,['Grateful Dead'],28,7,762655
1341,The Rock Hall Celebrates Earth Day,Up On Cripple Creek - Remastered 2000,['The Band'],63,5,274893
1342,The Rock Hall Celebrates Earth Day,I Am a Rock,['Simon & Garfunkel'],60,11,169520
1343,The Rock Hall Celebrates Earth Day,Big Yellow Taxi,['Joni Mitchell'],71,10,134800
1344,The Rock Hall Celebrates Earth Day,Hungry Planet,['The Byrds'],20,12,289666
1345,The Rock Hall Celebrates Earth Day,Fire and Rain,['James Taylor'],20,7,200579
1346,The Rock Hall Celebrates Earth Day,Bridge over Troubled Water,['Aretha Franklin'],55,7,333933
1347,The Rock Hall Celebrates Earth Day,Pollution,['Bo Diddley'],17,3,289226
1348,The Rock Hall Celebrates Earth Day,"Cool, Clear Water",['Bonnie Raitt'],18,4,327800
1349,The Rock Hall Celebrates Earth Day,Welcome To The Jungle,"[""Guns N' Roses""]",72,1,273480
1350,The Rock Hall Celebrates Earth Day,Fall On Me,['R.E.M.'],42,3,170800
1351,The Rock Hall Celebrates Earth Day,Going Across the Sea,['Bill Monroe'],12,4,62906
1352,The Rock Hall Celebrates Earth Day,This Land is Your Land,['Woody Guthrie'],47,1,139693
1353,The Rock Hall Celebrates Earth Day,Wind On The Water - Demo,['Graham Nash'],18,13,208546
1354,The Rock Hall Celebrates Earth Day,Sea And Sand,['The Who'],30,2,301213
1355,The Rock Hall Celebrates Earth Day,Welcome to Paradise,['Green Day'],67,5,224133
1356,The Rock Hall Celebrates Earth Day,Bloom,['Radiohead'],51,1,313671
1357,The Rock Hall Celebrates Earth Day,In Bloom - Nevermind Version,['Nirvana'],65,2,255080
1358,The Rock Hall Celebrates Earth Day,A Forest - 2006 Remaster,['The Cure'],54,7,354933
1359,The Rock Hall Celebrates Earth Day,Earth Song,['Michael Jackson'],63,5,406040
1360,The Rock Hall Celebrates Earth Day,Amongst The Waves,['Pearl Jam'],50,6,238880
1361,The Rock Hall Celebrates Earth Day,The River,['Bruce Springsteen'],67,11,301546
1362,The Rock Hall Celebrates Earth Day,Sunshine Of Your Love,['Cream'],70,2,250000
1363,The Rock Hall Celebrates Earth Day,Landslide,['Fleetwood Mac'],78,8,199493
1364,Rock Hall Nights: Woodstock,Woodstock,"['Crosby, Stills, Nash & Young']",56,5,233773
1365,Rock Hall Nights: Woodstock,Fortunate Son,['Creedence Clearwater Revival'],0,9,137786
1366,Rock Hall Nights: Woodstock,Volunteers - Remastered,['Jefferson Airplane'],46,10,123453
1367,Rock Hall Nights: Woodstock,Voodoo Child (Slight Return),['Jimi Hendrix'],67,16,313373
1368,Rock Hall Nights: Woodstock,Try (Just a Little Bit Harder),['Janis Joplin'],48,1,235493
1369,Rock Hall Nights: Woodstock,One More Mile - 1997 Remaster,['The Paul Butterfield Blues Band'],0,3,209600
1370,Rock Hall Nights: Woodstock,Going Up The Country,['Canned Heat'],64,7,171373
1371,Rock Hall Nights: Woodstock,The Shape I'm In,['The Band'],28,2,241333
1372,Rock Hall Nights: Woodstock,Mississippi Queen,['Mountain'],69,1,151293
1373,Rock Hall Nights: Woodstock,Mercedes Benz,['Janis Joplin'],58,8,107866
1374,Rock Hall Nights: Woodstock,With a Little Help from My Friends,['Joe Cocker'],0,7,302253
1375,Rock Hall Nights: Woodstock,Dance to the Music,['Sly & The Family Stone'],20,3,178906
1376,Rock Hall Nights: Woodstock,The Fish Cheer / I-Feel-Like-I’m-Fixin’-To Die Rag,['Country Joe & The Fish'],38,1,223933
1377,Rock Hall Nights: Woodstock,Somebody to Love,['Jefferson Airplane'],70,2,174840
1378,Rock Hall Nights: Woodstock,Other Side Of This Life,['Jefferson Airplane'],7,12,481466
1379,Rock Hall Nights: Woodstock,"Mama Tried - Live at Fillmore East, New York, NY, April 26, 1971",['Grateful Dead'],36,2,162226
1380,Rock Hall Nights: Woodstock,Chest Fever - Remastered,['The Band'],43,8,313554
1381,Rock Hall Nights: Woodstock,And When I Die,"['Blood, Sweat & Tears']",0,5,242733
1382,Rock Hall Nights: Woodstock,The Golden Road - 2001 Remaster,['Grateful Dead'],29,1,129533
1383,Rock Hall Nights: Woodstock,Purple Haze,['Jimi Hendrix'],72,1,170813
1384,Rock Hall Nights: Woodstock,Everybody's Everything,['Santana'],31,10,210320
1385,Rock Hall Nights: Woodstock,Have You Ever Seen The Rain,['Creedence Clearwater Revival'],73,4,160333
1386,Rock Hall Nights: Woodstock,Sea of Madness - Live at Woodstock,"['Crosby, Stills, Nash & Young']",36,70,196506
1387,Rock Hall Nights: Woodstock,I'm Going Home - Live at Woodstock,['Ten Years After'],46,7,571666
1388,Rock Hall Nights: Woodstock,Me and Bobby McGee,['Janis Joplin'],72,7,271333
1389,Rock Hall Nights: Woodstock,Lay Down (Candles In The Rain),['Melanie'],38,2,459960
1390,Rock Hall Nights: Woodstock,Coming into Los Angeles - Remastered,['Arlo Guthrie'],48,6,186506
1391,Rock Hall Nights: Woodstock,Less Than The Song,['Joan Baez'],10,2,206826
1392,Rock Hall Nights: Woodstock,"Kozmic Blues - Live at The Woodstock Music & Art Fair, August 17, 1969",['Janis Joplin'],34,6,296920
1393,Rock Hall Nights: Woodstock,Rainbows All over Your Blues - 2007 Remaster,['John Sebastian'],24,6,146266
1394,Rock Hall Nights: Woodstock,Heaven And Hell - Live,['The Who'],33,1,289693
1395,Rock Hall Nights: Woodstock,China Cat Sunflower - 2013 Remaster,['Grateful Dead'],32,6,222235
1396,Rock Hall Nights: Woodstock,New Speedway Boogie - 2013 Remaster,['Grateful Dead'],53,4,246116
1397,Rock Hall Nights: Woodstock,Suite: Judy Blue Eyes - 2005 Remaster,"['Crosby, Stills & Nash']",68,1,444053
1398,Rock Hall Nights: Woodstock,The Night They Drove Old Dixie Down,['Joan Baez'],55,2,206066
1399,Rock Hall Nights: Woodstock,White Rabbit,['Jefferson Airplane'],69,10,150640
1400,Rock Hall Nights: Woodstock,I'm Yours and I'm Hers,['Johnny Winter'],10,1,270253
1401,Rock Hall Nights: Woodstock,Freedom,['Richie Havens'],44,13,347023
1402,Rock Hall Nights: Woodstock,Get It While You Can,['Janis Joplin'],43,10,203400
1403,Rock Hall Nights: Woodstock,Sugar Magnolia - 2001 Remaster,['Grateful Dead'],38,3,197360
1404,Rock Hall Nights: Woodstock,I Can See For Miles - Mono Version,['The Who'],26,4,245560
1405,Rock Hall Nights: Woodstock,Diamonds And Rust,['Joan Baez'],60,1,286106
1406,Rock Hall Nights: Woodstock,Reason To Believe,['Tim Hardin'],41,7,119666
1407,Rock Hall Nights: Woodstock,Ohio,"['Crosby, Stills, Nash & Young']",67,5,183733
1408,Rock Hall Nights: Woodstock,All Along the Watchtower,['Jimi Hendrix'],77,15,240800
1409,Rock Hall Nights: Woodstock,Everybody Is a Star - single master,['Sly & The Family Stone'],33,2,184160
1410,Rock Hall Nights: Put The Needle On The Record,Miss You - Remastered,['The Rolling Stones'],68,1,288666
1411,Rock Hall Nights: Put The Needle On The Record,(I Can't Get No) Satisfaction,['DEVO'],48,2,160093
1412,Rock Hall Nights: Put The Needle On The Record,Private Eyes,['Daryl Hall & John Oates'],65,1,217200
1413,Rock Hall Nights: Put The Needle On The Record,Got My Mind Set On You - 2004 Mix,['George Harrison'],70,11,234653
1414,Rock Hall Nights: Put The Needle On The Record,Easy Lover,"['Philip Bailey', 'Phil Collins']",67,6,304506
1415,Rock Hall Nights: Put The Needle On The Record,Hungry Like the Wolf - 2009 Remaster,['Duran Duran'],72,4,220626
1416,Rock Hall Nights: Put The Needle On The Record,I Love Rock 'N Roll,['Joan Jett & The Blackhearts'],73,1,175173
1417,Rock Hall Nights: Put The Needle On The Record,West End Girls - 2001 Remaster,['Pet Shop Boys'],65,2,285733
1418,Rock Hall Nights: Put The Needle On The Record,Happy,['Nao'],39,5,172333
1419,Rock Hall Nights: Put The Needle On The Record,Invisible Touch - Platinum Collection Version,['Genesis'],22,5,208213
1420,Rock Hall Nights: Put The Needle On The Record,99 Red Balloons,['Nena'],1,1,284773
1421,Rock Hall Nights: Put The Needle On The Record,Call Me,['Blondie'],69,4,212600
1422,Rock Hall Nights: Put The Needle On The Record,Need You Tonight,['INXS'],60,4,181106
1423,Rock Hall Nights: Put The Needle On The Record,Dancing In the Dark,['Bruce Springsteen'],78,11,241306
1424,Rock Hall Nights: Put The Needle On The Record,Virtual Insanity - Remastered,['Jamiroquai'],70,6,229360
1425,Rock Hall Nights: Put The Needle On The Record,Renegades Of Funk,['Rage Against The Machine'],66,4,274160
1426,Rock Hall Nights: Put The Needle On The Record,Video Killed The Radio Star,['The Buggles'],71,2,252773
1427,Rock Hall Nights: Put The Needle On The Record,Life Can Be so Nice,['Prince'],31,6,193733
1428,Rock Hall Nights: Put The Needle On The Record,Vogue,['Madonna'],68,3,316813
1429,Rock Hall Nights: Put The Needle On The Record,Paper Planes - DFA Remix,['M.I.A.'],18,4,349480
1430,Rock Hall Nights: Put The Needle On The Record,Shake Your Groove Thing,['Peaches & Herb'],36,1,331866
1431,Rock Hall Nights: Put The Needle On The Record,Because the Night,['Patti Smith'],66,3,204800
1432,Rock Hall Nights: Put The Needle On The Record,Sledgehammer,['Peter Gabriel'],65,2,313533
1433,Rock Hall Nights: Put The Needle On The Record,Believer,['Imagine Dragons'],87,4,204346
1434,Rock Hall Nights: Put The Needle On The Record,Goodbye to You,"['Scandal', 'Patty Smyth']",42,6,226426
1435,Rock Hall Nights: Put The Needle On The Record,Africa,['TOTO'],84,10,295893
1436,Rock Hall Nights: Put The Needle On The Record,Take on Me,['a-ha'],83,1,225280
1437,Rock Hall Nights: Put The Needle On The Record,Sussudio - 2016 Remaster,['Phil Collins'],67,1,263106
1438,Rock Hall Nights: Put The Needle On The Record,Heaven Is A Place On Earth,['Belinda Carlisle'],65,1,247293
1439,Rock Hall Nights: Put The Needle On The Record,Your Love,['The Outfield'],72,2,216466
1440,Rock Hall Nights: Put The Needle On The Record,All Night Long (All Night) - Single Version,['Lionel Richie'],65,7,260426
1441,Rock Hall Nights: Put The Needle On The Record,Every 1's a Winner - Single Version,['Hot Chocolate'],58,1,289266
1442,Rock Hall Nights: Put The Needle On The Record,Give Up The Funk (Tear The Roof Off The Sucker),['Parliament'],62,6,348066
1443,Rock Hall Nights: Put The Needle On The Record,Livin' On A Prayer,['Bon Jovi'],2,3,249293
